451
$SPILLOVER,42,BL1-A,BL2-A,YL1-A,YL2-A,YL3-A,RL1-A,RL2-A,RL3-A,VL1-A,VL2-A,VL3-A,VL4-A,VL5-A,VL6-A,BL1-H,BL2-H,YL1-H,YL2-H,YL3-H,RL1-H,RL2-H,RL3-H,VL1-H,VL2-H,VL3-H,VL4-H,VL5-H,VL6-H,BL1-W,BL2-W,YL1-W,YL2-W,YL3-W,RL1-W,RL2-W,RL3-W,VL1-W,VL2-W,VL3-W,VL4-W,VL5-W,VL6-W,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
$SMNO,Group
$PROJ,Experiment
$PLATENAME,2021-10-24_chsiung_Exp1-K562-pCH38-MOI-Day6
$PLATEID,NA
$PAR,49
$P9V,350
$P9S,RL1-A
$P9R,1048576
$P9N,RL1-A
$P9L,640
$P9F,670_14
$P9E,0,0
$P9B,32
$P8V,462
$P8S,YL3-A
$P8R,1048576
$P8N,YL3-A
$P8L,532
$P8F,780_60
$P8E,0,0
$P8B,32
$P7V,374
$P7S,YL2-A
$P7R,1048576
$P7N,YL2-A
$P7L,532
$P7F,620_15
$P7E,0,0
$P7B,32
$P6V,375
$P6S,YL1-A
$P6R,1048576
$P6N,YL1-A
$P6L,532
$P6F,585_16
$P6E,0,0
$P6B,32
$P5V,431
$P5S,BL2-A
$P5R,1048576
$P5N,BL2-A
$P5L,488
$P5F,695_40
$P5E,0,0
$P5B,32
$P4V,275
$P4S,BL1-A
$P4R,1048576
$P4N,BL1-A
$P4L,488
$P4F,530_30
$P4E,0,0
$P4B,32
$P49V,484
$P49S,VL6-W
$P49R,1024
$P49N,VL6-W
$P49L,405
$P49F,780_60
$P49E,0,0
$P49B,32
$P48V,457
$P48S,VL5-W
$P48R,1024
$P48N,VL5-W
$P48L,405
$P48F,710_50
$P48E,0,0
$P48B,32
$P47V,405
$P47S,VL4-W
$P47R,1024
$P47N,VL4-W
$P47L,405
$P47F,660_20
$P47E,0,0
$P47B,32
$P46V,441
$P46S,VL3-W
$P46R,1024
$P46N,VL3-W
$P46L,405
$P46F,610_20
$P46E,0,0
$P46B,32
$P45V,353
$P45S,VL2-W
$P45R,1024
$P45N,VL2-W
$P45L,405
$P45F,525_50
$P45E,0,0
$P45B,32
$P44V,300
$P44S,VL1-W
$P44R,1024
$P44N,VL1-W
$P44L,405
$P44F,450_40
$P44E,0,0
$P44B,32
$P43V,374
$P43S,RL3-W
$P43R,1024
$P43N,RL3-W
$P43L,640
$P43F,780_60
$P43E,0,0
$P43B,32
$P42V,450
$P42S,RL2-W
$P42R,1024
$P42N,RL2-W
$P42L,640
$P42F,720_30
$P42E,0,0
$P42B,32
$P41V,350
$P41S,RL1-W
$P41R,1024
$P41N,RL1-W
$P41L,640
$P41F,670_14
$P41E,0,0
$P41B,32
$P40V,462
$P40S,YL3-W
$P40R,1024
$P40N,YL3-W
$P40L,532
$P40F,780_60
$P40E,0,0
$P40B,32
$P3V,350
$P3S,SSC-A
$P3R,1048576
$P3N,SSC-A
$P3L,488
$P3F,488_10
$P3E,0,0
$P3B,32
$P39V,374
$P39S,YL2-W
$P39R,1024
$P39N,YL2-W
$P39L,532
$P39F,620_15
$P39E,0,0
$P39B,32
$P38V,375
$P38S,YL1-W
$P38R,1024
$P38N,YL1-W
$P38L,532
$P38F,585_16
$P38E,0,0
$P38B,32
$P37V,431
$P37S,BL2-W
$P37R,1024
$P37N,BL2-W
$P37L,488
$P37F,695_40
$P37E,0,0
$P37B,32
$P36V,275
$P36S,BL1-W
$P36R,1024
$P36N,BL1-W
$P36L,488
$P36F,530_30
$P36E,0,0
$P36B,32
$P35V,350
$P35S,SSC-W
$P35R,1024
$P35N,SSC-W
$P35L,488
$P35F,488_10
$P35E,0,0
$P35B,32
$P34V,80
$P34S,FSC-W
$P34R,1024
$P34N,FSC-W
$P34L,488
$P34F,NA
$P34E,0,0
$P34B,32
$P33V,484
$P33S,VL6-H
$P33R,1048576
$P33N,VL6-H
$P33L,405
$P33F,780_60
$P33E,0,0
$P33B,32
$P32V,457
$P32S,VL5-H
$P32R,1048576
$P32N,VL5-H
$P32L,405
$P32F,710_50
$P32E,0,0
$P32B,32
$P31V,405
$P31S,VL4-H
$P31R,1048576
$P31N,VL4-H
$P31L,405
$P31F,660_20
$P31E,0,0
$P31B,32
$P30V,441
$P30S,VL3-H
$P30R,1048576
$P30N,VL3-H
$P30L,405
$P30F,610_20
$P30E,0,0
$P30B,32
$P2V,80
$P2S,FSC-A
$P2R,1048576
$P2N,FSC-A
$P2L,488
$P2F,NA
$P2E,0,0
$P2B,32
$P29V,353
$P29S,VL2-H
$P29R,1048576
$P29N,VL2-H
$P29L,405
$P29F,525_50
$P29E,0,0
$P29B,32
$P28V,300
$P28S,VL1-H
$P28R,1048576
$P28N,VL1-H
$P28L,405
$P28F,450_40
$P28E,0,0
$P28B,32
$P27V,374
$P27S,RL3-H
$P27R,1048576
$P27N,RL3-H
$P27L,640
$P27F,780_60
$P27E,0,0
$P27B,32
$P26V,450
$P26S,RL2-H
$P26R,1048576
$P26N,RL2-H
$P26L,640
$P26F,720_30
$P26E,0,0
$P26B,32
$P25V,350
$P25S,RL1-H
$P25R,1048576
$P25N,RL1-H
$P25L,640
$P25F,670_14
$P25E,0,0
$P25B,32
$P24V,462
$P24S,YL3-H
$P24R,1048576
$P24N,YL3-H
$P24L,532
$P24F,780_60
$P24E,0,0
$P24B,32
$P23V,374
$P23S,YL2-H
$P23R,1048576
$P23N,YL2-H
$P23L,532
$P23F,620_15
$P23E,0,0
$P23B,32
$P22V,375
$P22S,YL1-H
$P22R,1048576
$P22N,YL1-H
$P22L,532
$P22F,585_16
$P22E,0,0
$P22B,32
$P21V,431
$P21S,BL2-H
$P21R,1048576
$P21N,BL2-H
$P21L,488
$P21F,695_40
$P21E,0,0
$P21B,32
$P20V,275
$P20S,BL1-H
$P20R,1048576
$P20N,BL1-H
$P20L,488
$P20F,530_30
$P20E,0,0
$P20B,32
$P1V,NA
$P1S,Time
$P1R,67108864
$P1N,Time
$P1L,NA
$P1F,NA
$P1E,0,0
$P1B,32
$P19V,350
$P19S,SSC-H
$P19R,1048576
$P19N,SSC-H
$P19L,488
$P19F,488_10
$P19E,0,0
$P19B,32
$P18V,80
$P18S,FSC-H
$P18R,1048576
$P18N,FSC-H
$P18L,488
$P18F,NA
$P18E,0,0
$P18B,32
$P17V,484
$P17S,VL6-A
$P17R,1048576
$P17N,VL6-A
$P17L,405
$P17F,780_60
$P17E,0,0
$P17B,32
$P16V,457
$P16S,VL5-A
$P16R,1048576
$P16N,VL5-A
$P16L,405
$P16F,710_50
$P16E,0,0
$P16B,32
$P15V,405
$P15S,VL4-A
$P15R,1048576
$P15N,VL4-A
$P15L,405
$P15F,660_20
$P15E,0,0
$P15B,32
$P14V,441
$P14S,VL3-A
$P14R,1048576
$P14N,VL3-A
$P14L,405
$P14F,610_20
$P14E,0,0
$P14B,32
$P13V,353
$P13S,VL2-A
$P13R,1048576
$P13N,VL2-A
$P13L,405
$P13F,525_50
$P13E,0,0
$P13B,32
$P12V,300
$P12S,VL1-A
$P12R,1048576
$P12N,VL1-A
$P12L,405
$P12F,450_40
$P12E,0,0
$P12B,32
$P11V,374
$P11S,RL3-A
$P11R,1048576
$P11N,RL3-A
$P11L,640
$P11F,780_60
$P11E,0,0
$P11B,32
$P10V,450
$P10S,RL2-A
$P10R,1048576
$P10N,RL2-A
$P10L,640
$P10F,720_30
$P10E,0,0
$P10B,32
$ORIGINALITY,NonDataModified
$OP,admin default
$MODE,L
$LOST,0
$LAST_MODIFIER,admin
$LAST_MODIFIED,24-Oct-2021 13:00:42
$INST,NA
$FIL,sample C4.fcs
$EXP,NA
$ETIM,12:38:04
$DATE,24-Oct-2021
$DATATYPE,F
$CYTSN,2AFC224060119
$CYT,0A29009 Attune NxT Acoustic Focusing Cytometer (Lasers: BRV6Y)
$COM,NA
$CELLS,NA
$BYTEORD,1,2,3,4
$BTIM,12:37:34
#WINEXT,0
#WIDTHTHRESHOLD,1000
#TR1,AND_FSC,25000
#PTRESULT,Pass
#PTDATE,24-Oct-2021
#P1Target,NA
#P1Label,NA
#LASERCONFIG,BRVY
#LASER4DELAY,338
#LASER4COLOR,Yellow
#LASER4ASF,1.06
#LASER3DELAY,745
#LASER3COLOR,Violet
#LASER3ASF,1.09
#LASER2DELAY,1487
#LASER2COLOR,Red
#LASER2ASF,1.12
#LASER1DELAY,1100
#LASER1COLOR,Blue
#LASER1ASF,1.11
#FLOWRATE,200
FJ_FCS_VERSION,3.1
"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","BL1-A","RL1-A","VL1-A","YL1-A"
450742,264935,114,292540,195846,100,922,3737,2082,34396
593826,281358,126,728289,384369,115,828,17810,25717,44195
516193,281098,118,386958,245679,105,2211,7732,17583,9340
557701,259844,127,778359,432052,114,835,32247,10675,67276
490491,295037,115,364725,218687,105,1460,10970,10201,14339
494487,273905,115,367388,234699,107,1030,19106,5456,69757
761020,406540,127,722301,394527,115,1250,12412,11054,107156
485621,296303,114,244677,151928,102,1317,11462,1463,42129
457197,254852,116,383102,243592,103,1536,9824,1754,19518
469266,276117,115,282659,175756,104,1718,9720,11903,94011
555719,356183,118,345277,244403,106,841,902,1619,2855
509001,292315,113,405943,270182,105,3256,5724,17241,13820
551898,275963,115,225459,148165,108,1139,10205,14447,33445
464484,303997,112,227266,158716,97,990,5423,1258,3838
508584,307696,120,262422,144893,115,870,1367,5552,10630
428242,234037,117,409287,253159,103,2150,7064,7106,58865
406080,285308,111,253269,186741,98,1431,10282,1935,9648
537785,273506,123,505469,306715,109,2103,7530,9251,40177
548853,278196,122,471761,281612,109,2610,22185,6568,44232
471839,267231,113,427017,263144,105,1278,11001,6639,58606
692243,391824,124,596614,362130,111,2132,7565,9472,32600
575946,330600,120,548758,376095,106,1204,11545,5877,54436
584849,298436,125,476349,277224,120,1073,16018,20948,24529
